full_sq,industrial_km,green_zone_km,cemetery_km,catering_km,big_road2_km,church_synagogue_km,water_km,big_road1_km,floor
84.0,1.081731796,0.354123721,1.751106,0.148161985,3.396370256,0.646943538,0.6817951,3.396370256,11.0
35.0,0.084887643,0.378344298,2.894592,0.208434698,2.604483735,1.538079316,0.334064625,0.909121711,4.0
51.0,0.557070695,0.712496325,1.534376,0.373073013,1.299684323,1.069897962,0.962973544,0.939328924,6.0
63.0,1.018137061,0.456704279,1.765269,1.452918638,5.602182092,0.822393483,0.006707311,4.586082038,11.0
36.0,1.65524662,0.0,2.651802,1.335389745,11.38050289,2.235409101,1.560176157,1.510215725,10.0
78.0,0.217589013,0.665274104,3.450554,0.628667963,7.670029093,1.050045062,0.764282763,4.255867046,7.0
73.0,0.392606976,0.134642398,2.339641,0.534264142,1.175915066,2.522993417,0.575158746,0.601385877,9.0
60.0,1.281133511,0.469741364,1.882638,1.554069146,5.344092939,0.630510707,0.226806777,4.841626763,10.0
36.0,0.167171694,0.243879831,1.640793,0.561594232,2.874817665,0.111841548,0.936000794,0.657275427,6.0
38.0,0.394107795,0.017572412,5.6181,1.83607316,2.6573363,0.912168384,1.110328656,1.905125046,11.0
38.0,0.394107795,0.017572412,5.6181,1.83607316,2.6573363,0.912168384,1.110328656,1.905125046,9.0
61.0,2.640802933,0.189089214,4.242627,0.107759077,4.273395045,0.184681464,0.524839432,4.081282581,20.0
38.0,1.144986894,0.286244532,1.300878,0.981122015,3.845910575,2.886308799,0.754158613,3.844543375,4.0
60.0,1.069313796,0.072249336,2.573806,0.005436161,2.403992674,1.024838264,1.172625708,1.331844227,8.0
66.0,0.770240188,0.094900674,0.960152,0.575715807,2.935437969,0.914536984,1.451746716,0.573998137,8.0
67.0,0.81465157,0.522883408,0.218178,0.289313737,1.453772033,0.531017567,0.781124248,0.992089369,2.0
44.0,0.309709561,0.210976986,1.362858,0.265992867,2.73873852,0.501045853,0.648857075,1.875183892,3.0
39.0,0.183160793,0.574535276,1.780477,0.59259562,3.657878272,0.051339787,0.339636838,1.165004998,9.0
40.0,0.394107795,0.017572412,5.6181,1.83607316,2.6573363,0.912168384,1.110328656,1.905125046,2.0
63.0,1.006133091,0.314381737,1.63075,1.314914814,5.585989743,0.756118551,0.138167727,4.540853936,9.0
55.0,2.36452835,0.135815537,4.475901,0.351202688,4.364431326,0.113394431,1.075506001,0.757711906,4.0
45.0,0.818484356,0.0,1.608989,0.37964894,3.418699768,0.863776708,0.19923159,0.390976922,5.0
54.0,0.422128951,0.040333005,0.982685,0.432553663,2.71696549,1.089868105,0.049724678,2.285512097,9.0
38.0,1.256152379,0.045802223,1.387289,0.733107315,4.525098892,1.320523835,0.161693476,2.63125279,8.0
52.0,0.394107795,0.017572412,5.6181,1.83607316,2.6573363,0.912168384,1.110328656,1.905125046,12.0
38.0,0.735430196,0.120257953,1.602149,0.322940676,3.080693681,1.733779482,0.605920372,2.99608362,13.0
64.0,0.394107795,0.017572412,5.6181,1.83607316,2.6573363,0.912168384,1.110328656,1.905125046,3.0
40.0,0.743712223,0.02283054,0.164192,0.499485469,3.586708706,0.400902483,0.271128648,0.934807654,7.0
41.0,1.502210113,0.058643052,1.955754,0.319266954,5.305328543,0.35037158,0.119468269,3.850254797,5.0
202.0,1.342397467,0.335624361,1.568911,0.143321873,2.932802453,0.159913582,0.370465587,2.418276913,7.0
31.0,0.648369206,0.255401873,4.136018,0.165766718,4.031057233,0.393934974,0.657408397,0.790558593,1.0
28.0,0.605439354,0.110134162,0.964504,0.553658129,5.171072899,0.439033288,0.494427874,4.462016388,5.0
77.0,0.322826255,0.982298201,0.415301,0.189278328,0.978895862,0.698183023,1.379366867,0.204833541,16.0
59.0,0.285433691,0.088838345,2.963459,0.217928969,3.209325817,0.39524577,0.441484168,0.9236266,6.0
34.0,0.170312378,0.0,0.965368,0.421744022,1.09573873,1.447979733,1.344021907,0.777895575,16.0
38.0,1.351921717,0.991823918,1.252875,0.046829831,9.152001419,0.781790937,0.215267903,0.464679349,6.0
48.0,0.112904878,0.491676854,1.206612,1.08648689,2.061757527,3.196449657,0.502504996,0.471228969,3.0
38.0,1.103621573,0.264338471,0.456095,0.382403507,0.325901025,0.561083979,0.321431848,0.213671004,7.0
38.0,2.081718388,0.299965756,2.710479,0.234408705,1.109122255,1.624313766,0.390438099,1.026489966,8.0
36.0,0.112085929,0.404590871,0.340498,0.361162188,4.270598294,1.032394515,0.301535203,3.628484033,5.0
37.0,0.719819899,0.137403725,1.055927,0.420062072,2.920000963,0.738951946,1.71432952,1.012143709,5.0
31.0,0.789108826,0.423763315,4.60487,0.111196312,3.450029688,1.214996985,0.483187019,2.594319228,5.0
39.0,1.978070116,0.123485237,0.806643,0.043184341,1.20830072,0.841142805,0.203207857,0.464717055,7.0
42.0,0.4743522,0.154734772,0.444962,0.14266995,0.37787108,0.182587869,1.275820306,0.37787108,5.0
43.0,1.496537687,0.113948372,2.027506,0.580448983,5.37176462,1.109808342,0.74260987,3.304835209,4.0
39.0,0.394107795,0.017572412,5.6181,1.83607316,2.6573363,0.912168384,1.110328656,1.905125046,8.0
63.0,0.412368578,0.033370859,2.630747,0.810469681,4.698479894,1.353724531,0.542250429,2.813085414,3.0
47.0,0.060226467,0.447079117,1.729334,0.708323331,3.691317491,0.10158535,0.463876798,1.042386047,6.0
84.0,0.385529845,0.481167694,1.055663,1.006034027,1.03628316,0.738341701,1.474372272,0.57643715,7.0
56.0,0.624706911,0.55797958,1.66769,0.080431024,2.091602989,0.854763166,0.749486176,1.74485586,4.0
44.0,0.295191995,0.285091369,1.617672,0.148033463,5.706140047,1.158256236,0.137416966,5.109225361,6.0
32.0,0.48665235,0.129004381,1.880472,0.224782348,2.109716263,0.811462614,0.292304963,1.449609676,1.0
43.0,0.624706911,0.55797958,1.66769,0.080431024,2.091602989,0.854763166,0.749486176,1.74485586,15.0
74.0,1.520814323,0.1984722,4.74861,0.294487779,4.3264895,0.729362289,0.897560035,1.636482088,13.0
54.0,0.892774094,0.105896011,0.894693,0.028553936,1.950746356,0.196869619,1.109606795,1.489913802,5.0
82.0,0.826419374,0.152591034,2.428889,0.294567458,1.246553849,0.27031372,1.78298799,0.766216346,6.0
79.0,0.394107795,0.017572412,5.6181,1.83607316,2.6573363,0.912168384,1.110328656,1.905125046,5.0
53.0,2.640802933,0.189089214,4.242627,0.107759077,4.273395045,0.184681464,0.524839432,4.081282581,1.0
38.0,0.394107795,0.017572412,5.6181,1.83607316,2.6573363,0.912168384,1.110328656,1.905125046,14.0
40.0,1.084461248,0.560186015,3.108965,0.260352376,2.491643978,0.964683305,1.360959277,2.061397198,4.0
38.0,0.341946796,0.529375676,1.507563,0.668626409,1.637106003,1.046872746,1.059549311,1.160341788,7.0
51.0,0.394107795,0.017572412,5.6181,1.83607316,2.6573363,0.912168384,1.110328656,1.905125046,3.0
38.0,0.517995135,0.231447174,1.962357,0.49803347,1.913702492,1.861898342,0.76783122,1.589919506,10.0
30.0,0.169087717,0.034263958,0.909616,0.048160586,2.522247832,1.016637044,1.099724851,0.586621841,5.0
56.0,0.0,0.137624865,2.00819,1.857053043,4.771052088,2.16471885,0.451153531,2.743131524,17.0
65.0,1.280072423,0.030295676,2.132767,0.89709785,1.596214918,0.968931091,0.673893481,0.87199264,1.0
34.0,0.332712392,0.014525986,2.397643,0.440627752,4.54723464,2.545626523,0.031916992,0.499448822,4.0
83.0,1.358081403,0.42484665,1.397997,0.497442232,0.788235102,1.249392536,0.362767403,0.22394746,8.0
57.0,0.624706911,0.55797958,1.66769,0.080431024,2.091602989,0.854763166,0.749486176,1.74485586,4.0
56.0,1.258232357,0.413731936,4.474704,0.338023507,0.471990929,0.985687473,0.582301376,0.370531263,12.0
47.0,2.640802933,0.189089214,4.242627,0.107759077,4.273395045,0.184681464,0.524839432,4.081282581,11.0
49.0,0.219519914,0.274837462,1.079045,0.117994277,2.677553065,0.402319914,1.378915266,2.333462996,2.0
46.0,0.580980884,0.410031366,2.543775,0.781012546,5.276590693,1.593388903,0.465048279,0.220064622,5.0
72.0,0.583422211,0.158758793,3.427442,1.14411694,7.544573706,0.649127452,0.35644746,4.719149801,5.0
31.0,0.680825529,0.33078661,3.265753,0.251155125,3.593922063,1.578631302,1.066541284,1.272579626,2.0
52.0,0.394107795,0.017572412,5.6181,1.83607316,2.6573363,0.912168384,1.110328656,1.905125046,13.0
37.0,0.308431975,0.469291361,0.429204,1.161992263,1.004174677,0.2715214,1.030526475,0.853789936,20.0
53.0,1.533607153,0.432017931,1.244032,0.580362457,3.804698654,1.44636355,0.677739905,2.338135571,2.0
45.0,0.309359747,0.024331587,2.082369,0.456548801,4.194711211,0.69265699,0.062230017,0.578949917,8.0
32.0,0.328667427,0.097828624,2.541679,0.059250471,1.826476774,0.2995981,1.008342123,1.424028585,5.0
36.0,0.785058649,0.144804469,2.657467,0.193870506,2.602373493,0.202673763,0.538762875,1.700508091,4.0
57.0,0.291707862,0.028078666,1.207054,1.978734694,1.668308572,0.970205668,1.581808742,1.449698804,7.0
44.0,0.673143769,0.225733118,4.269044,0.093500412,0.86492244,0.380950563,0.515744763,0.834369832,7.0
33.0,0.199612631,0.108936684,1.453313,0.701976012,2.390120482,0.727751433,0.566189651,1.681961461,4.0
54.0,1.291807405,0.035033259,1.017562,0.321168772,3.293986977,0.477226298,0.448343307,0.907445411,3.0
66.0,0.113974384,0.626503528,1.160738,0.114740578,3.112118522,0.311410357,1.184655186,2.737873888,8.0
70.0,0.394107795,0.017572412,5.6181,1.83607316,2.6573363,0.912168384,1.110328656,1.905125046,6.0
61.0,0.394107795,0.017572412,5.6181,1.83607316,2.6573363,0.912168384,1.110328656,1.905125046,16.0
66.0,1.024434561,0.500705038,1.553461,0.41390938,4.799683825,1.847954082,0.767192073,1.547299582,12.0
41.0,1.667502924,0.216866786,3.971003,0.202340073,3.679000089,1.369947531,0.787828108,0.99205338,1.0
38.0,0.394107795,0.017572412,5.6181,1.83607316,2.6573363,0.912168384,1.110328656,1.905125046,17.0
35.0,0.183160793,0.574535276,1.780477,0.59259562,3.657878272,0.051339787,0.339636838,1.165004998,17.0
45.0,0.52203429,0.094398507,3.315211,0.186487036,0.850421084,0.631942236,0.588555831,0.785522907,1.0
36.0,0.020242791,0.281190938,3.268305,0.453056747,5.728274014,1.301473728,0.118684707,5.024317292,5.0
41.0,0.682511816,0.66875896,1.350584,0.126686267,2.196352319,1.45396495,0.724283413,0.246799456,10.0
69.0,0.060226467,0.447079117,1.729334,0.708323331,3.691317491,0.10158535,0.463876798,1.042386047,11.0
37.0,0.302526629,0.100792121,2.969731,0.525702122,2.543842833,2.188882158,1.436991744,1.245184134,6.0
60.0,0.49586478,0.464586543,2.313923,0.566641366,2.844003256,0.425664279,0.724183339,2.075671406,11.0
51.0,1.040931655,0.261279947,4.302546,0.142652255,0.472789438,0.69493689,0.847827246,0.408385381,8.0
64.0,0.388744195,0.154872492,1.621891,0.225532763,6.008949128,0.87451519,0.844650048,0.236104772,12.0
41.0,1.069140486,0.270433476,0.347344,0.052017274,1.671617487,0.151509434,0.4065573,0.611062895,4.0
42.0,0.406568419,0.427128557,0.933059,0.202294966,3.26194748,0.559568749,1.781096244,3.238762715,5.0
59.0,1.063360587,0.190065488,1.47504,0.391920837,3.849774827,0.620571833,0.845749806,3.38191319,9.0
46.0,0.394107795,0.017572412,5.6181,1.83607316,2.6573363,0.912168384,1.110328656,1.905125046,7.0
46.0,0.183160793,0.574535276,1.780477,0.59259562,3.657878272,0.051339787,0.339636838,1.165004998,22.0
63.0,0.281447334,0.040313572,2.726381,0.397917101,8.446838313,0.426639054,0.402089168,2.937717749,3.0
37.0,0.394107795,0.017572412,5.6181,1.83607316,2.6573363,0.912168384,1.110328656,1.905125046,17.0
38.0,0.985811238,0.428489568,0.644472,0.229353192,5.258428689,0.626725753,0.530467216,3.977851795,9.0
71.0,0.0,0.137624865,2.00819,1.857053043,4.771052088,2.16471885,0.451153531,2.743131524,3.0
30.0,0.219595036,0.833197072,0.710304,0.261991856,1.519853568,1.130105956,1.35451886,1.035836069,4.0
74.0,1.018137061,0.456704279,1.765269,1.452918638,5.602182092,0.822393483,0.006707311,4.586082038,6.0
38.0,0.717900275,0.02222442,1.18709,0.159869917,2.322157393,0.40530156,0.147867173,1.885156862,4.0
86.0,0.265295605,0.891510283,0.269503,0.068176697,0.837236995,0.814622095,1.222175776,0.091853272,37.0
41.0,1.578528971,0.20322422,1.235269,0.136412294,4.130585238,0.483871554,0.902948687,2.844056443,5.0
37.0,0.887929653,0.140051152,3.357547,0.300392572,2.752087915,2.379678424,0.431151462,1.260517241,16.0
51.0,0.86265686,0.683259137,2.589496,0.672195482,2.222906614,1.752994413,0.678381471,2.222906614,15.0
53.0,0.576739341,0.256500987,2.100302,0.755346385,1.590437783,0.609779628,0.746637982,0.91087504,1.0
30.0,0.927441905,0.097616768,3.847991,0.087641686,0.277922825,0.906400813,0.736666034,0.095137919,3.0
59.0,0.880375635,0.218974467,1.808083,0.393093412,1.876639161,0.954368543,0.494509183,1.268669926,6.0
90.0,0.247608562,0.576876971,2.511327,0.156224185,1.394944189,0.968140807,1.146238072,1.285947673,3.0
70.0,1.166011147,0.14870048,1.47864,3.187880601,3.872358062,0.969445708,0.239800834,1.724120532,4.0
38.0,0.298663878,0.159002309,3.832398,0.396794268,1.115649201,0.262637808,0.199227511,0.97433807,2.0
47.0,0.394107795,0.017572412,5.6181,1.83607316,2.6573363,0.912168384,1.110328656,1.905125046,17.0
38.0,0.593272761,0.47973901,1.323784,0.131495985,3.388883567,1.334390798,0.622928206,2.699857953,22.0
34.0,0.555738989,0.640055371,1.193631,0.233419731,2.253404857,1.309839327,0.694826362,0.402368094,5.0
63.0,0.458536966,0.244277923,4.280966,1.900034949,8.478579932,0.643704342,0.295573896,5.90735109,13.0
79.0,0.0,0.661736719,3.100969,0.413871655,3.069484456,1.21721633,0.819370968,0.380231692,19.0
79.0,0.394107795,0.017572412,5.6181,1.83607316,2.6573363,0.912168384,1.110328656,1.905125046,13.0
46.0,0.488573459,0.105982869,3.890871,0.299538145,0.768578863,0.619968022,1.366124688,0.744491823,5.0
60.0,1.883429909,0.453353958,0.595472,1.399747237,3.881822671,0.497026305,0.08257691,2.62533154,19.0
45.0,0.191401485,0.576358539,1.246852,0.143428362,4.160181169,0.858893608,0.526088853,0.170663347,3.0
41.0,1.496620213,0.132560881,1.749262,1.220880177,2.035644137,0.560918904,0.705734317,1.372440345,9.0
68.0,0.367385037,0.292446253,0.68763,0.339083584,2.349882076,0.740220542,0.463990331,1.151647047,8.0
38.0,1.073450512,0.114137248,0.842494,0.666837627,2.68996479,1.395241537,0.959898233,0.930192772,11.0
40.0,1.688162832,0.010399017,2.233729,0.471037751,0.993410072,0.614604308,0.505325126,0.796575502,4.0
67.0,1.166011147,0.14870048,1.47864,3.187880601,3.872358062,0.969445708,0.239800834,1.724120532,8.0
32.0,0.33400806,0.655716264,0.395505,0.588732141,2.410309575,0.34439435,1.328186361,0.510882439,6.0
30.0,0.189757268,0.291519333,2.802443,0.422340075,1.524483184,1.103494257,1.723174607,1.405536281,1.0
59.0,1.743206148,0.338322187,3.358988,0.057223674,3.100806947,1.048465585,1.093091326,1.11425986,4.0
48.0,0.846772512,0.0,2.073702,0.166213506,4.721171894,1.017982483,0.019217418,0.520819726,8.0
54.0,1.876049681,0.228286341,4.351282,0.143647158,4.672438016,0.300438392,0.656427412,1.728432929,17.0
62.0,0.394107795,0.017572412,5.6181,1.83607316,2.6573363,0.912168384,1.110328656,1.905125046,8.0
46.0,0.394107795,0.017572412,5.6181,1.83607316,2.6573363,0.912168384,1.110328656,1.905125046,25.0
53.0,1.357992025,0.167255975,1.314509,0.317884542,3.816867797,1.523977636,0.559028414,2.422024684,2.0
134.0,3.729837233,0.001069201,6.639367,7.515929116,5.725959978,4.498200776,0.185920258,4.581589688,1.0
40.0,0.40456395,0.551887289,3.522638,0.752857823,7.716696652,0.842813364,0.722690816,4.46190785,5.0
31.0,0.14859367,0.107265029,1.259125,0.217225901,2.598745098,0.736136058,0.885586627,1.634415889,3.0
44.0,0.355073786,0.160147488,0.485801,0.410929163,3.626813001,0.569194922,1.313069968,3.603912335,1.0
77.0,0.253357497,0.102294625,1.440962,1.249204024,10.30146485,0.89497897,0.068471217,1.69649227,3.0
43.0,0.637855916,0.03238686,2.248129,0.135632289,1.62073711,0.285454161,0.188490421,1.620472573,3.0
84.0,0.380327827,0.128806308,2.955064,0.073449161,2.588993115,0.186127249,1.343034277,1.345804591,4.0
49.0,0.733483324,0.182006462,3.040513,0.260454022,2.343338458,0.49137298,0.0893549,1.015942937,11.0
34.0,0.256441752,0.105692769,1.448443,0.136098835,2.369600993,0.80812708,0.956906579,1.547241747,1.0
60.0,0.211110428,0.417865004,0.617542,0.209846274,4.150489873,0.851332981,0.450183915,3.865610388,4.0
31.0,0.613311502,0.078531077,2.02733,0.131133568,0.612824652,0.744119071,2.443956212,0.539079503,1.0
41.0,0.446419857,0.149015016,2.087864,0.625925365,4.003555321,2.271445217,0.144297996,0.978178265,8.0
53.0,0.552413919,0.382857968,2.229217,0.256522304,1.624240153,0.733693239,1.469185495,1.407398949,10.0
97.0,1.661736754,0.142320814,1.369468,0.449155396,3.301301066,1.062564349,0.718476978,0.481450624,4.0
54.0,2.698013036,0.134993858,3.640458,0.165381351,4.323134922,1.060154569,0.477380439,1.321751562,1.0
54.0,0.042917263,0.40692919,1.058676,1.40271549,1.982052183,3.10572163,0.611673457,0.277603055,5.0
123.0,1.166011147,0.14870048,1.47864,3.187880601,3.872358062,0.969445708,0.239800834,1.724120532,1.0
60.0,1.929088099,0.409529592,0.637014,1.390054465,3.923039856,0.512666808,0.088382311,2.580996903,11.0
52.0,1.165046551,0.013111048,1.247855,0.665850665,3.082982479,0.597762619,0.19490054,0.333569045,5.0
73.0,0.848550491,0.037125739,1.409564,0.054741028,5.9346374,1.069226867,0.060213026,4.64571821,15.0
38.0,1.419363384,0.202055851,1.203388,0.263190788,5.762185371,0.580524134,0.216148043,4.094509636,2.0
38.0,1.351921717,0.991823918,1.252875,0.046829831,9.152001419,0.781790937,0.215267903,0.464679349,6.0
41.0,0.592478002,0.174753783,1.198925,0.232200132,4.008130208,1.344107232,0.883250604,0.366251106,2.0
31.0,0.687843358,0.264846573,4.888906,0.218307554,4.113790832,0.766414884,0.461078595,2.852115235,5.0
56.0,0.971453128,0.027546488,1.770491,0.183744628,2.912147482,0.905591414,0.04654714,0.420153897,6.0
51.0,1.617243044,0.116984886,2.544749,0.536208247,5.251172074,1.052566799,0.992773097,1.541259483,3.0
42.0,1.314811914,0.177473217,3.506495,0.439738165,1.689322632,0.533148599,0.268270085,0.120955696,2.0
44.0,2.138575611,0.191750778,2.07306,1.01762938,3.408287756,0.443829732,0.762655316,1.904555793,3.0
65.0,0.322916448,0.113096724,3.26552,0.648975284,2.451334761,0.84137912,0.176837524,1.238121987,13.0
60.0,0.593268051,0.468858653,1.69977,0.128402707,1.689965655,0.358174006,1.271352956,1.640512377,3.0
51.0,0.423907998,0.115052437,0.916297,0.558889696,2.245512304,0.666898086,0.233851677,1.346372192,1.0
32.0,0.613636036,0.284476328,1.641579,0.509596002,2.923905736,1.057811245,1.00467362,2.779333458,3.0
51.0,1.791170184,0.028248343,2.21482,0.735913269,1.62197467,1.488523506,0.343653312,1.547182476,17.0
53.0,0.076481494,0.592435496,1.232374,0.66326728,1.146523709,1.297216978,0.335891911,0.827461802,5.0
39.0,0.043613109,0.795847614,2.913941,0.75713228,3.252640176,1.82644131,0.214703609,1.13441035,6.0
68.0,0.83385746,0.104209693,1.476978,0.088983692,3.49808858,0.19218686,0.521529174,1.068708795,3.0
52.0,0.887391605,0.01592949,0.346173,0.664841518,3.658205201,0.581275602,0.154255803,0.783100723,2.0
63.0,0.886212439,0.284479523,2.106322,0.260735243,2.750720997,1.969896785,0.952242009,2.750719995,4.0
58.0,0.265295605,0.891510283,0.269503,0.068176697,0.837236995,0.814622095,1.222175776,0.091853272,13.0
38.0,0.275293742,0.273351794,1.808691,0.236611848,4.138919316,0.316773472,0.80190661,2.727075725,11.0
60.0,1.678052135,0.228730876,3.515803,0.538516096,2.596455323,1.243192279,0.669743966,2.400951072,6.0
40.0,0.394107795,0.017572412,5.6181,1.83607316,2.6573363,0.912168384,1.110328656,1.905125046,13.0
53.0,1.253942538,0.0,1.950373,1.421179952,5.815681617,2.141268454,1.520564583,3.088887133,3.0
58.0,1.547134114,0.159561848,2.497874,0.438210728,4.291492729,1.638096987,0.08103178,3.715375928,9.0
38.0,0.736485534,0.567042836,1.71582,0.143331635,2.548526038,1.298064464,1.082361507,2.245206245,14.0
41.0,0.27160997,0.114896572,1.552771,0.257373224,1.170954014,0.356118944,1.077835042,1.134130535,5.0
62.0,0.394107795,0.017572412,5.6181,1.83607316,2.6573363,0.912168384,1.110328656,1.905125046,6.0
38.0,1.805492863,0.18759633,1.573153,0.249838643,5.464780829,0.344597125,0.281035241,3.611129327,7.0
77.0,0.492974128,0.111281788,1.29201,0.872633428,2.857100912,0.507960247,0.281129331,0.824882921,14.0
60.0,0.394107795,0.017572412,5.6181,1.83607316,2.6573363,0.912168384,1.110328656,1.905125046,8.0
44.0,1.493715121,0.099065905,2.132699,0.312278863,3.993657717,0.414933438,0.13763302,1.295971931,7.0
36.0,0.59324486,0.554418071,1.405153,0.252903917,3.452118621,0.93729116,0.782945802,3.28422922,4.0
36.0,0.618112901,0.649150164,1.335077,0.061449932,1.280583242,0.550850245,1.178117437,1.240016864,4.0
86.0,0.105063914,0.099640462,0.80481,4.243784999,7.090741319,1.108143947,0.342546436,4.770853508,5.0
50.0,0.552084922,0.913445327,4.456335,0.037722145,1.734175272,0.264940354,1.339102476,1.679426471,5.0
64.0,0.493359715,0.199836687,2.455557,0.502363059,2.403603475,0.615218393,0.549275454,1.279375563,1.0
97.0,0.398354223,0.077535793,0.544252,0.065733408,0.234704997,0.901547286,0.250457189,0.075683548,13.0
29.0,0.729962362,0.038322553,1.716977,0.40622053,1.262771914,0.0,0.237405477,1.250605833,12.0
32.0,0.112072739,0.546939102,0.834026,0.194621454,3.679424848,1.343748807,0.65663122,0.100386164,6.0
56.0,1.166483989,0.201917401,1.64489,0.370473564,3.322547769,0.868166737,0.922923485,2.547158265,2.0
32.0,1.026475062,0.423501161,1.240354,0.423151444,3.915175511,0.742743444,0.706339452,3.502604009,6.0
64.0,1.465691601,0.076851668,1.511944,0.51431136,1.74235147,0.435487057,1.376157032,0.581850845,10.0
57.0,0.34382912,0.45592583,0.784755,0.801510253,0.755560527,0.585369885,1.454174982,0.423185959,1.0
33.0,0.993911904,0.235224434,2.026955,0.2083608,5.388461626,0.886152774,0.894671237,0.919752028,7.0
46.0,1.121064993,0.222627706,1.194992,0.487633012,1.306308795,0.590990968,0.986126307,0.445386308,10.0
43.0,0.444362358,0.101446925,2.467782,0.361458458,2.951347044,1.996110376,0.168517361,2.647246228,3.0
63.0,0.281447334,0.040313572,2.726381,0.397917101,8.446838313,0.426639054,0.402089168,2.937717749,14.0
65.0,0.255795266,0.091604969,2.669442,0.341530369,8.412374454,0.417599152,0.363664972,2.93009555,12.0
59.0,0.238926062,0.183506282,2.486043,0.537798127,6.886762445,0.743591573,1.263288695,0.478623108,4.0
44.0,0.524204985,0.610811463,1.684432,0.527255318,1.772484318,1.229829031,1.004168826,1.258954689,8.0
54.0,0.255401803,0.016793316,3.384398,0.0106007,3.23994475,2.094030256,1.002773531,1.284390981,11.0
56.0,0.377592025,0.232042526,3.77171,0.585633081,2.027815547,1.687828058,0.690959663,1.839447476,8.0
52.0,0.064227408,0.675025267,2.363279,0.634190886,1.589261958,1.079540996,1.39735916,1.286863652,12.0
56.0,0.070443948,0.722988935,1.023631,0.468409021,3.634874844,0.140311391,1.499311341,3.611589618,2.0
45.0,0.750305671,0.137783002,1.391207,0.110881468,3.77580648,1.096797162,0.343986889,3.348775616,3.0
64.0,0.569881657,0.023811897,0.465154,2.772192796,5.157659317,1.941149168,1.654269921,2.340130781,14.0
20.0,0.258218152,0.493088977,1.76613,0.332052355,1.43769059,1.191733115,0.710826182,0.782186832,2.0
30.0,1.343162035,0.029547248,0.339245,0.145274348,0.931992444,0.721894391,1.052870621,0.899463798,6.0
53.0,0.729962362,0.038322553,1.716977,0.40622053,1.262771914,0.0,0.237405477,1.250605833,10.0
91.0,0.493813393,0.600765207,2.462922,0.246422544,2.125353165,0.791329302,0.994494601,1.708548322,4.0
36.0,2.014944158,0.136855622,2.188296,0.487223058,4.099343365,0.171739826,0.787541123,1.127348504,5.0
76.0,1.113236342,0.334648477,2.040808,0.762180587,1.193586333,1.540682825,0.726176291,0.640923855,13.0
82.0,0.624706911,0.55797958,1.66769,0.080431024,2.091602989,0.854763166,0.749486176,1.74485586,23.0
45.0,0.485398123,0.482844651,1.278817,0.489217635,3.003700488,1.055915201,0.708546657,1.87352295,2.0
37.0,0.943472519,0.202111221,3.430681,0.29421807,2.694792292,2.443581174,0.498424006,1.314803491,9.0
59.0,1.19310789,0.132495412,1.987999,1.170455009,1.87194203,0.754441634,0.999450054,1.11517251,3.0
33.0,0.659702862,0.090767745,2.156553,0.162078386,4.589044707,1.005250951,0.368371322,1.063057521,2.0
45.0,1.113750633,0.326255216,3.300586,0.443224996,1.908013608,0.64733274,0.223100184,0.394604751,4.0
76.0,0.473537108,0.067190108,4.538293,0.763294036,3.684622262,0.805485202,0.113905727,3.065209402,9.0
62.0,0.238926062,0.183506282,2.486043,0.537798127,6.886762445,0.743591573,1.263288695,0.478623108,16.0
40.0,1.854657631,0.346562249,0.348599,1.712000568,3.643268974,0.184413898,0.197858948,2.840220917,17.0
43.0,0.624706911,0.55797958,1.66769,0.080431024,2.091602989,0.854763166,0.749486176,1.74485586,16.0
78.0,0.321756525,0.015230905,0.27447,0.140906336,0.140716432,0.151736381,1.535693539,0.139739469,4.0
58.0,0.631917233,0.483702101,2.30093,0.355330138,0.959775509,0.902788077,0.327252079,0.460938996,3.0
82.0,0.624706911,0.55797958,1.66769,0.080431024,2.091602989,0.854763166,0.749486176,1.74485586,15.0
71.0,0.394107795,0.017572412,5.6181,1.83607316,2.6573363,0.912168384,1.110328656,1.905125046,18.0
66.0,1.127130321,0.912119434,1.694179,0.176908238,2.950255047,0.179603192,0.871113824,0.615281616,13.0
41.0,1.000027082,0.109282244,3.374302,0.066976792,2.372718048,1.244077157,0.887524499,1.668502323,10.0
57.0,1.065904653,0.637333658,4.067146,0.228250105,4.343236112,0.888171042,0.749788966,0.250375721,11.0
74.0,0.616721954,0.577552793,0.490217,0.970263898,4.635830369,0.736485954,0.496009976,2.63004839,9.0
38.0,0.770787445,0.224702863,1.720653,0.375428607,4.01560276,1.104804725,0.996844143,3.108470215,16.0
32.0,0.157538338,0.168389266,0.747392,0.509867687,1.486802682,0.79792831,0.647902551,0.498783497,2.0
73.0,0.394107795,0.017572412,5.6181,1.83607316,2.6573363,0.912168384,1.110328656,1.905125046,5.0
51.0,0.480460781,0.219949307,3.707165,0.665980126,3.794319101,0.266992858,0.408612499,2.436516324,7.0
60.0,1.354550644,0.134278285,2.377361,0.646515923,4.012465348,1.925649859,0.196889701,3.571443209,12.0
31.0,0.866225042,0.415386721,2.346595,0.39093629,3.566883508,0.733182605,0.436882573,2.192495108,5.0
37.0,0.524354082,0.057086166,4.707491,0.236911275,3.953091294,1.319946263,0.114032571,3.639401597,9.0
85.0,0.683597492,0.53312641,1.868295,0.322687674,2.107386227,1.068539102,0.833264075,0.250795436,10.0
38.0,1.64184554,0.126422106,5.033476,0.3875364,3.991845062,0.252129849,0.411320758,2.212500732,3.0
